Project ID,Title,Link,Budget,Description,Beneficiary Category,Indicator,Baseline,Target,Notes,Donors,Gender (% female),VF or Non-VF,Tag,SEH Taxonomy,RISE Taxonomy,Flagship,Technology,Output ID,Country Code,Category,Country Name,m49,continent-region,sub-region,sids-region,un-member,undp-sids,un-region,Region,Economy,LDC,SIDS,LLDC,HDI,Direct Conversion Factor,Direct Beneficiaries,Output Category,Beneficiary Category Pre
1000418,CAP-IT,https://www.undp.org/samoa/projects/cap-it-project,15175755,"Procure 76 electric vehicles for public service delivery, including cars, vans, pick-ups, utility trucks, outboard motors, and 5 electric vessels for maritime transport",Transportation and E-mobility Services,Beneficiaries,a) 10 (2021),76,"Number of electric vehicles procured for public service delivery, disaggregated by type/service:
 a) cars 
b) vans
c) pick-ups
d) utility trucks
e) 5 e-vessels with electric outboard motors
76 vehicles, multiplied by 5 to convert to capacity..",Government of Japan,0.5,Non-VF,,Close the gap on energy access,,,,1000418.0-1,WSM,,Samoa,882,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,,SIDS,,High,1,500,Energy Access,Transportation and E-mobility Services
1000418,CAP-IT,https://www.undp.org/samoa/projects/cap-it-project,15175755,Train and build capacity for 4 government ministries in low-carbon energy activities in Samoa.,Other,Number of government ministries involved in training and capacity building interventions for low-carbon energy activites.,,4,,Government of Japan,0.5,Non-VF,,Close the gap on energy access,,,,1000418.0-2,WSM,,Samoa,882,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,,SIDS,,High,0,0,Other,Capacity Building Training
1000418,CAP-IT,https://www.undp.org/samoa/projects/cap-it-project,15175755,Increase the number of articles/communication items per year that specifically refer to low-carbon energy transition to a target of 4.,Other,Number of articles/ communication items per year that specifically refer to low-carbon energy transition.,,4,"Communication may include not only mass media coverage, but also e-bulletins, mailings, and other direct outreach to recipients.",Government of Japan,0.5,Non-VF,,Close the gap on energy access,,,,1000418.0-3,WSM,,Samoa,882,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,,SIDS,,High,0,0,Other,Other
1000418,CAP-IT,https://www.undp.org/samoa/projects/cap-it-project,15175755,"Develop 4 gender-sensitive planning and policy instruments to support Samoa's transition to low-carbon transport, as part of the CAP-IT project.",Transition Missing,Number of gender-sensitive planning and policy instruments developed to support Samoa's transition to low-carbon transport disaggregated by NDC sub-sector.,2,4,Means of verification:                                                                         - Transport Sector Plan 2013-2018                                                - Samoa NDC Impementation Roadmap and Investment Plan    - Updated legislation and policy framework                                 - Decarbonization Strategy and Sector Plans (Land/Maritime),Government of Japan,50,Non-VF,,Close the gap on energy access,Renewable Energy,,,1000418.0-4,WSM,,Samoa,882,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,,SIDS,,High,0,0,Energy Transition,Policy or Regulatory Framework
1000418,CAP-IT,https://www.undp.org/samoa/projects/cap-it-project,15175755,"Provide enhanced policy and regulatory frameworks, awareness, and access to information for over 200,000 direct project beneficiaries in land/maritime transport sectors, improving e-vehicle charging network and inclusive financing mechanisms.",Other Energy Services,Direct Project Beneficiaries,0,200000,"Direct project beneficiaries from enhanced policy and regulatory frameworks, awareness and access to information regarding a low-carbon transition in land/maritime transport sectors, improved e-vehicle charging network, inclusice financing mechanisms etc.",Government of Japan,50,Non-VF,,Close the gap on energy access,,,,1000418.0-5,WSM,,Samoa,882,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,,SIDS,,High,1,200000,Energy Access,Other Energy Services
6037,AREAN,"PIMS+
https://www.thegef.org/projects-operations/projects/9752",3321563,Increase the percentage of renewable electricity production from 0.018 to 0.73 in Samoa.,Transition Missing,% RE electricity production,0.018,0.73,"Means of verification: 
DoU-MoI
Treasury Department
Project M&E and activity reports
Trade and commerce reports",GEF,,VF,,Close the gap on energy access,,,,6037.0-1,WSM,,Samoa,882,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,,SIDS,,High,17500,12460,Energy Transition,Energy (MW added)
6037,AREAN,"PIMS+
https://www.thegef.org/projects-operations/projects/9752",3321563,"Enforce 2 renewable energy and energy efficiency policies, along with associated guidance and regulations, to support Niue's energy access, sustainable energy, and green growth targets.",Transition Missing,"No. of approved and enforced RE and EC&EE policies, and associated guidance and implementing rules and regulations

",0,2,"Means of verification:
Documents on RE and EC&EE policies, regulations and energy standards
Annual reports from DoU-MoI
NPC
Bulk Fuels Project M&E and activity reports",GEF,,VF,,Close the gap on energy access,Renewable Energy,,,6037.0-2,WSM,,Samoa,882,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,,SIDS,,High,0,0,Energy Transition,Policy or Regulatory Framework
6037,AREAN,"PIMS+
https://www.thegef.org/projects-operations/projects/9752",3321563,"Incorporate 2 formulated and approved policies and regulations into the country's Energy Act to enable the achievement of energy access, sustainable energy, and green growth targets in Samoa.",Transition Missing,No. of formulated and approved policies and regulations incorporated in the country's Energy Act,0,2,,GEF,,VF,,Close the gap on energy access,Renewable Energy,,,6037.0-3,WSM,,Samoa,882,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,,SIDS,,High,0,0,Energy Transition,Policy or Regulatory Framework
6037,AREAN,"PIMS+
https://www.thegef.org/projects-operations/projects/9752",3321563,Create 8 new jobs in the application of sustainable energy and LE technologies and techniques in the energy supply and energy end-use sectors in Niue.,Other Energy Services,"# of beneficiaries
No. of new jobs created in the application of sustainable energy and LE technologies and techniques in the energy supply and energy  end-use sectors in Niue",0,8,"Means of verification: 
DoU-MoI
Treasury Department
Project M&E and activity reports
Trade and commerce reports",GEF,25,VF,,Close the gap on energy access,Renewable Energy,,,6037.0-4,WSM,,Samoa,882,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,,SIDS,,High,1,8,Energy Access,Other Energy Services
6037,AREAN,"PIMS+
https://www.thegef.org/projects-operations/projects/9752",3321563,Increase the number of energy consumers utilizing energy-efficient appliances and renewable energy-based equipment acquired through AREAN initiatives to 1056.,Efficiency,"Incemental. No. of energy consumers (e.g., households) that will utilise EE appliances and RE-based energy generating and consuming equipment acquired through AREAN initiatives",0,1056,"Means of verification:
Suvervy of energy consumption of consumers (e.g., household energy survey)
Business registrations of local technical and engineering services providers that are working on low carbon technology projects
Project M&E and activity reports",GEF,,VF,,Close the gap on energy access,,,,6037.0-5,WSM,,Samoa,882,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,,SIDS,,High,0,0,Energy Transition,Energy Efficiency Services
120029,Sustainable Energy Programme,http://open.undp.org/projects/00120029,15436128,"Train 230 professionals and stakeholders in renewable energy and energy efficiency initiatives, supporting entrepreneurship in renewables.",Other,Number of professionals & stakeholders trained,0,230,,EU,,Non-VF,,Accelerating just energy transition,,,,120029.0-1,LBN,,Lebanon,422,Asia,Western Asia,,yes,,Asia-Pacific Group,RBAS,Lower middle income,,,,High,0,0,Other,Entrepreneurship Training
120029,Sustainable Energy Programme,http://open.undp.org/projects/00120029,15436128,Create 582 person-months of direct additional employment through the implementation of renewable energy and energy efficiency initiatives and the establishment of an enabling environment for entrepreneurship in renewables.,Other,Direct additional employment (person months),0,582,Impact Indicators,EU,,Non-VF,,Accelerating just energy transition,,,,120029.0-2,LBN,,Lebanon,422,Asia,Western Asia,,yes,,Asia-Pacific Group,RBAS,Lower middle income,,,,High,0,0,Other,Entrepreneurship Training
6468,Lebanon Sustainable Low-emission Transport Systems,"https://co.pims.undp.org/project-attachment/index?projectId=6468 
https://www.thegef.org/projects-operations/projects/10358 ",3552968,Increase deployment of sustainable low-emission transport systems and support services.,Transportation and E-mobility Services,Outcome Indicator 1: # direct project beneficiaries disaggregated by gender (individual people,0,1417000,https://www.thegef.org/projects-operations/projects/10358,GEF,,VF,,Close the gap on energy access,,,,6468.0-1,LBN,,Lebanon,422,Asia,Western Asia,,yes,,Asia-Pacific Group,RBAS,Lower middle income,,,,High,1,1417000,Energy Access,Transportation and E-mobility Services
1001708,Improving energy security and promoting the transition to sustainable energy in Lebanon,https://undp.lightning.force.com/lightning/r/Project__c/a386N000005LkApQAK/view,24321900,Save 8550 MWh of energy per year through renewable energy and energy efficiency interventions.,Health Services,Indicator 1.1.2 Energy saved from RE & EE interventions per year (MWh),,8550,,KfW,,Non-VF,,Close the gap on energy access,,,,1001708.0-1,LBN,,Lebanon,422,Asia,Western Asia,,yes,,Asia-Pacific Group,RBAS,Lower middle income,,,,High,1,8550,Energy Access,Health Services
1001256,EU Support to Lebanon's Green Agenda - Sustainable Energy,https://undp.lightning.force.com/lightning/r/Project__c/a386N000005LZYGQA4/view,20293291,Reduce annual fossil fuel imports by 4900 tons.,Education Services,Tons of annual fossil fuel imports reduced ,,4900,,EU,,Non-VF,,Close the gap on energy access,,,,1001256.0-1,LBN,,Lebanon,422,Asia,Western Asia,,yes,,Asia-Pacific Group,RBAS,Lower middle income,,,,High,1,4900,Energy Access,Education Services
143571,BRA/22/007 Desenvolvimento Sul do Piaui,https://open.undp.org/projects/00143571,1733569,"Implement sustainable social technologies including zero-base dams, agroforestry systems, ecological stoves, and water capture systems to benefit 415 families affected by environmental damage in the southern region of Piaui, Brazil.",Clean Cooking,The number of beneficiaries,0,415,"The project will implement sustainable social technologies based on the use of soil, water and biodiversity conservation technologies in degraded areas, in a participatory manner, for families affected by environmental damage, including: construction of zero-base dams (BBZ), implementation of Integration systems Crop-Livestock-Forest (ILPF) and Agroforestry Systems (SAFs), construction of ecological stoves, cisterns for capturing and storing water for human consumption, production and installation of sanitary units (Tevap septic tank, biodigestor tank, round bathroom), oven ecological, sertanejo biodigester, gray water reuse system, among others;
Clean cooking activity has been cancelled as of 2024",,,Non-VF,,Accelerating just energy transition,,,,143571.0-1,BRA,,Brazil,76,Americas,Latin America and the Caribbean,,yes,,GRULAC,RBLAC,Upper middle income,,,,High,1,415,Energy Access,Clean Cooking
143571,BRA/22/007 Desenvolvimento Sul do Piaui,https://open.undp.org/projects/00143571,1733569,"Provide access to water at home for 513.05 beneficiary families in São Gonçalo do Gurguéia – PI, Brazil through the complete execution of the construction of water distribution installations.",Water Services,Number of project beneficiary families with access to water at home,0,513.05,"Complete execution of the construction of water distribution installations, to be built in the municipality of São Gonçalo do Gurguéia – PI, in the Macaco, Araras, Cipoal, Barra do Brejo, Buritizinho, Burito do Meio and Burito Grande communities. The project will install infrastructure to promote access to water for all families in the communities in the area direct influenced by the solar plant and adjacent communities. The sizing and engineering project will be previously developed and made available by ENEL (donor), after alignments with the government of the municipality of São Gonçalo do Gurguéia and the government of the State of Piaui.
Clean cooking activity has been cancelled as of 2024",,,Non-VF,,Accelerating just energy transition,,,,143571.0-2,BRA,,Brazil,76,Americas,Latin America and the Caribbean,,yes,,GRULAC,RBLAC,Upper middle income,,,,High,1,513.05,Energy Access,Water Services
