,Region,Category,Subcategory,VF or Non-VF,Direct Beneficiaries,Energy Access,Productive Use,Budget Sum (M USD),Project Count,Country Count
1112,Sahel,Beneficiary Category,Other Energy Services,VF,490.0,0.0,490.0,924566.0,1,1
1113,Sahel,Beneficiary Category,Policy or Regulatory Framework,VF,0.0,0.0,0.0,924566.0,1,1
1114,Sahel,All,All,Non-VF,1503798.25,1108331.25,395467.0,363413816.66291887,29,10
1115,Sahel,Economy,Lower middle income,Non-VF,482928.5,304009.5,178919.0,331937883.6629188,17,4
1116,Sahel,Economy,Low income,Non-VF,1020869.75,804321.75,216548.0,31475933.0,12,6
1117,Sahel,HDI,Low,Non-VF,1174788.75,804321.75,370467.0,32455722.662918847,24,8
1118,Sahel,HDI,Medium,Non-VF,329009.5,304009.5,25000.0,330958094.0,5,2
1119,Sahel,Beneficiary Tier,Access to Energy,Non-VF,1108331.25,1108331.25,0.0,356182933.0,13,8
1120,Sahel,Beneficiary Tier,Productive Use of Energy,Non-VF,395467.0,0.0,395467.0,18021798.662918847,18,6
1121,Sahel,Beneficiary Tier,Market Development,Non-VF,0.0,0.0,0.0,0.0,0,0
1122,Sahel,Beneficiary Tier,Capacity Building,Non-VF,0.0,0.0,0.0,1779255.0,2,2
1123,Sahel,Beneficiary Tier,Policy and Regulator Frameworks,Non-VF,0.0,0.0,0.0,15877645.0,4,3
1124,Sahel,Beneficiary Tier,Other,Non-VF,0.0,0.0,0.0,0.0,0,0
1125,Sahel,Beneficiary Category,Policy or Regulatory Framework,Non-VF,0.0,0.0,0.0,15877645.0,4,3
1126,Sahel,Beneficiary Category,Electricity Access,Non-VF,746255.5,746255.5,0.0,353265933.0,10,7
1127,Sahel,Beneficiary Category,Energy Infrastructure Services,Non-VF,173964.0,0.0,173964.0,4146506.614751309,10,4
1128,Sahel,Beneficiary Category,Energy (MW added),Non-VF,14344.75,14344.75,0.0,11092009.0,5,5
1129,Sahel,Beneficiary Category,Water Services,Non-VF,8573.0,0.0,8573.0,7046806.853403142,4,3
1130,Sahel,Beneficiary Category,Health Services,Non-VF,27460.0,0.0,27460.0,11732531.904188482,3,3
1131,Sahel,Beneficiary Category,Education Services,Non-VF,950.0,0.0,950.0,5640584.078534031,3,2
1132,Sahel,Beneficiary Category,Capacity Building Training,Non-VF,0.0,0.0,0.0,338266839.0,5,3
1133,Sahel,Beneficiary Category,Entrepreneurship Training,Non-VF,0.0,0.0,0.0,1779255.0,2,2
1134,Sahel,Beneficiary Category,Energy Efficiency Services,Non-VF,0.0,0.0,0.0,16839.0,1,1
1135,Sahel,Beneficiary Category,Clean Cooking,Non-VF,347731.0,347731.0,0.0,11900746.0,4,3
1136,Sahel,Beneficiary Category,Agriculture and Food System,Non-VF,650.0,0.0,650.0,1945000.0,2,2
1137,Sahel,Beneficiary Category,nan,Non-VF,0.0,0.0,0.0,339768746.0,3,2
1138,Sahel,Beneficiary Category,Other Energy Services,Non-VF,183870.0,0.0,183870.0,7780000.0,2,1
1139,Sahel,Beneficiary Category,GHG Emissions Reduction,Non-VF,0.0,0.0,0.0,1780000.0,1,1
1140,Crisis,All,All,Total,42868854.97,30436215.17,12432639.8,2418484831.712,43,12
1141,Crisis,Economy,Lower middle income,Total,12485733.629999999,10662363.83,1823369.7999999998,157094104.812,14,4
1142,Crisis,Economy,Low income,Total,26372094.34,16762824.34,9609270.0,2113267956.9,22,7
1143,Crisis,Economy,Upper middle income,Total,4011027.0,3011027.0,1000000.0,148122770.0,7,1
1144,Crisis,HDI,Low,Total,27895693.299999997,17046283.7,10849409.6,840664518.9,28,6
1145,Crisis,HDI,Medium,Total,2904619.48,2324841.88,579777.6,1445535163.0,6,3
1146,Crisis,HDI,High,Total,11607176.35,10603723.75,1003452.6,120356406.812,7,2
1147,Crisis,Beneficiary Tier,Access to Energy,Total,30436215.17,30436215.17,0.0,2310409902.912,36,12
1148,Crisis,Beneficiary Tier,Productive Use of Energy,Total,12432639.8,0.0,12432639.8,770759804.322,18,9
1149,Crisis,Beneficiary Tier,Market Development,Total,0.0,0.0,0.0,27763823.0,4,4
1150,Crisis,Beneficiary Tier,Capacity Building,Total,0.0,0.0,0.0,40790512.0,4,3
1151,Crisis,Beneficiary Tier,Policy and Regulator Frameworks,Total,0.0,0.0,0.0,55786629.0,4,3
1152,Crisis,Beneficiary Tier,Other,Total,0.0,0.0,0.0,64600000.0,1,1
1153,Crisis,Beneficiary Category,Electricity Access,Total,24571019.979999997,24571019.979999997,0.0,855412009.35,27,11
1154,Crisis,Beneficiary Category,Agriculture and Food System,Total,326168.2,0.0,326168.2,69983297.71000001,7,4
1155,Crisis,Beneficiary Category,Education Services,Total,149229.6,0.0,149229.6,648402439.0,5,4
1156,Crisis,Beneficiary Category,Small Enterprises,Total,0.0,0.0,0.0,26509943.0,3,3
1157,Crisis,Beneficiary Category,Water Services,Total,5032211.0,0.0,5032211.0,684917985.0,7,6
1158,Crisis,Beneficiary Category,Health Services,Total,5690023.0,0.0,5690023.0,715910042.8,8,5
1159,Crisis,Beneficiary Category,Capacity Building Training,Total,0.0,0.0,0.0,61860703.0,3,3
1160,Crisis,Beneficiary Category,Energy (MW added),Total,3938905.25,3938905.25,0.0,1546951402.562,15,10
1161,Crisis,Beneficiary Category,Entrepreneurship Training,Total,0.0,0.0,0.0,40790512.0,4,3
1162,Crisis,Beneficiary Category,Energy Efficiency Services,Total,0.0,0.0,0.0,7250000.0,2,2
1163,Crisis,Beneficiary Category,Health services,Total,0.0,0.0,0.0,64600000.0,1,1
1164,Crisis,Beneficiary Category,Other,Total,0.0,0.0,0.0,64600000.0,1,1
1165,Crisis,Beneficiary Category,Energy Infrastructure Services,Total,1235008.0,0.0,1235008.0,43264169.812,2,2
1166,Crisis,Beneficiary Category,Policy or Regulatory Framework,Total,0.0,0.0,0.0,55786629.0,4,3
1167,Crisis,Beneficiary Category,Clean Cooking,Total,1926289.94,1926289.94,0.0,38612596.0,5,4
1168,Crisis,Beneficiary Category,Energy access,Total,0.0,0.0,0.0,200000.0,1,1
1169,Crisis,Beneficiary Category,water services,Total,0.0,0.0,0.0,200000.0,1,1
1170,Crisis,Beneficiary Category,nan,Total,0.0,0.0,0.0,39199091.0,3,3
1171,Crisis,Beneficiary Category,Capacity Training,Total,0.0,0.0,0.0,36250760.0,1,1
1172,Crisis,Beneficiary Category,Medium Enterprises,Total,0.0,0.0,0.0,1253880.0,1,1
1173,Crisis,Beneficiary Category,Energy Transition,Total,0.0,0.0,0.0,30892000.0,1,1
1174,Crisis,Beneficiary Category,GHG Emissions Reduction,Total,0.0,0.0,0.0,4934228.0,1,1
1175,Crisis,Beneficiary Category,Other energy services,Total,0.0,0.0,0.0,1348200.0,1,1
1176,Crisis,Beneficiary Category,Campaign Participant,Total,0.0,0.0,0.0,1348200.0,1,1
1177,Crisis,All,All,VF,338742.5,338719.5,23.0,41971526.0,9,6
1178,Crisis,Economy,Low income,VF,293242.5,293219.5,23.0,15092683.0,7,4
1179,Crisis,Economy,Lower middle income,VF,0.0,0.0,0.0,5480000.0,1,1
1180,Crisis,Economy,Upper middle income,VF,45500.0,45500.0,0.0,21398843.0,1,1
1181,Crisis,HDI,Low,VF,272072.5,272049.5,23.0,33215379.0,7,4
1182,Crisis,HDI,High,VF,0.0,0.0,0.0,5480000.0,1,1
1183,Crisis,Beneficiary Tier,Access to Energy,VF,338719.5,338719.5,0.0,34721526.0,7,5
1184,Crisis,Beneficiary Tier,Productive Use of Energy,VF,23.0,0.0,23.0,900000.0,1,1
1185,Crisis,Beneficiary Tier,Market Development,VF,0.0,0.0,0.0,900000.0,1,1
1186,Crisis,Beneficiary Tier,Capacity Building,VF,0.0,0.0,0.0,0.0,0,0
1187,Crisis,Beneficiary Tier,Policy and Regulator Frameworks,VF,0.0,0.0,0.0,3187669.0,1,1
1188,Crisis,Beneficiary Tier,Other,VF,0.0,0.0,0.0,0.0,0,0
1189,Crisis,Beneficiary Category,Energy (MW added),VF,124512.5,124512.5,0.0,28131512.0,4,3
1190,Crisis,Beneficiary Category,Energy Efficiency Services,VF,0.0,0.0,0.0,7250000.0,2,2
1191,Crisis,Beneficiary Category,Electricity Access,VF,214207.0,214207.0,0.0,7490014.0,4,3
1192,Crisis,Beneficiary Category,Small Enterprises,VF,0.0,0.0,0.0,900000.0,1,1
1193,Crisis,Beneficiary Category,Health Services,VF,23.0,0.0,23.0,900000.0,1,1
1194,Crisis,Beneficiary Category,Policy or Regulatory Framework,VF,0.0,0.0,0.0,3187669.0,1,1
1195,Crisis,All,All,Non-VF,42530112.47,30097495.67,12432616.8,2345621305.712,33,12
1196,Crisis,Economy,Lower middle income,Non-VF,12485733.629999999,10662363.83,1823369.7999999998,151614104.812,13,4
1197,Crisis,Economy,Low income,Non-VF,26078851.84,16469604.84,9609247.0,2098175273.8999999,15,7
1198,Crisis,Economy,Upper middle income,Non-VF,3965527.0,2965527.0,1000000.0,95831927.0,5,1
1199,Crisis,HDI,Low,Non-VF,27623620.799999997,16774234.2,10849386.6,776557139.9,20,6
1200,Crisis,HDI,Medium,Non-VF,2904619.48,2324841.88,579777.6,1445535163.0,6,3
1201,Crisis,HDI,High,Non-VF,11607176.35,10603723.75,1003452.6,114876406.812,6,2
1202,Crisis,Beneficiary Tier,Access to Energy,Non-VF,30097495.67,30097495.67,0.0,2275688376.912,29,12
1203,Crisis,Beneficiary Tier,Productive Use of Energy,Non-VF,12432616.8,0.0,12432616.8,769859804.322,17,9
1204,Crisis,Beneficiary Tier,Market Development,Non-VF,0.0,0.0,0.0,26863823.0,3,3
1205,Crisis,Beneficiary Tier,Capacity Building,Non-VF,0.0,0.0,0.0,40790512.0,4,3
1206,Crisis,Beneficiary Tier,Policy and Regulator Frameworks,Non-VF,0.0,0.0,0.0,52598960.0,3,3
1207,Crisis,Beneficiary Tier,Other,Non-VF,0.0,0.0,0.0,64600000.0,1,1
1208,Crisis,Beneficiary Category,Electricity Access,Non-VF,24356812.98,24356812.98,0.0,847921995.35,23,11
1209,Crisis,Beneficiary Category,Agriculture and Food System,Non-VF,326168.2,0.0,326168.2,69983297.71000001,7,4
1210,Crisis,Beneficiary Category,Education Services,Non-VF,149229.6,0.0,149229.6,648402439.0,5,4
1211,Crisis,Beneficiary Category,Small Enterprises,Non-VF,0.0,0.0,0.0,25609943.0,2,2
1212,Crisis,Beneficiary Category,Water Services,Non-VF,5032211.0,0.0,5032211.0,684917985.0,7,6
1213,Crisis,Beneficiary Category,Health Services,Non-VF,5690000.0,0.0,5690000.0,715010042.8,7,5
1214,Crisis,Beneficiary Category,Capacity Building Training,Non-VF,0.0,0.0,0.0,61860703.0,3,3
1215,Crisis,Beneficiary Category,Energy (MW added),Non-VF,3814392.75,3814392.75,0.0,1518819890.562,11,7
1216,Crisis,Beneficiary Category,Entrepreneurship Training,Non-VF,0.0,0.0,0.0,40790512.0,4,3
1217,Crisis,Beneficiary Category,Health services,Non-VF,0.0,0.0,0.0,64600000.0,1,1
1218,Crisis,Beneficiary Category,Other,Non-VF,0.0,0.0,0.0,64600000.0,1,1
1219,Crisis,Beneficiary Category,Energy Infrastructure Services,Non-VF,1235008.0,0.0,1235008.0,43264169.812,2,2
1220,Crisis,Beneficiary Category,Policy or Regulatory Framework,Non-VF,0.0,0.0,0.0,52598960.0,3,3
1221,Crisis,Beneficiary Category,Clean Cooking,Non-VF,1926289.94,1926289.94,0.0,38612596.0,5,4
1222,Crisis,Beneficiary Category,Energy access,Non-VF,0.0,0.0,0.0,200000.0,1,1
1223,Crisis,Beneficiary Category,water services,Non-VF,0.0,0.0,0.0,200000.0,1,1
1224,Crisis,Beneficiary Category,nan,Non-VF,0.0,0.0,0.0,39199091.0,3,3
1225,Crisis,Beneficiary Category,Capacity Training,Non-VF,0.0,0.0,0.0,36250760.0,1,1
1226,Crisis,Beneficiary Category,Medium Enterprises,Non-VF,0.0,0.0,0.0,1253880.0,1,1
1227,Crisis,Beneficiary Category,GHG Emissions Reduction,Non-VF,0.0,0.0,0.0,4934228.0,1,1
1228,Crisis,Beneficiary Category,Other energy services,Non-VF,0.0,0.0,0.0,1348200.0,1,1
1229,Crisis,Beneficiary Category,Campaign Participant,Non-VF,0.0,0.0,0.0,1348200.0,1,1
